"[""请翻译字体名，字体尺寸，字体式样和翻译文字。如果这些域为空，他们将不能翻译。""]",,,,,,,,
[分类,对象名,字体名,字体尺寸,字体式样,原文字,翻译文字,原文字,翻译文字]
Chart,Dt_TS.Chart2,Arial,8,0,Axis Title,Axis Title,Axis Title,Axis Title
Caption,Dt_TS.TEXT,Arial,9,1,Block Type:,数据块类型:,,
Caption,Dt_TS.DATALINK,Arial,9,1,,,,
Caption,Dt_TS.TEXT1,Arial,9,0,Tagname:,标签名:,,
Caption,Dt_TS.DATALINK1,Arial,9,1,,,,
Caption,Dt_TS.TEXT6,Arial,9,0,Prev Block:,前一块:,,
Caption,Dt_TS.DATALINK9,Arial,9,0,,,,
Caption,Dt_TS.TEXT7,Arial,9,0,Dead Time:,死区时间:,,
Caption,Dt_TS.TEXT8,Arial,9,0,Next Block:,下一块:,,
Caption,Dt_TS.DATALINK_PREV,Arial,9,1,,,,
Caption,Dt_TS.DATALINK_NEXT,Arial,9,1,,,,
Caption,Dt_TS.Text30,Arial,9,1,Security Areas,安全区域,,
Caption,Dt_TS.DataLink14,Arial,9,0,,,,
Caption,Dt_TS.DataLink15,Arial,9,0,,,,
Caption,Dt_TS.DataLink16,Arial,9,0,,
Caption,Dt_TS.Text31,Arial,9,0,1,1
Caption,Dt_TS.Text32,Arial,9,0,2,2
Caption,Dt_TS.Text33,Arial,9,0,3,3
Caption,Dt_TS.DataLink17,Arial,9,0,,
Caption,Dt_TS.DataLink18,Arial,9,0,,
Caption,Dt_TS.DataLink19,Arial,9,0,,
Caption,Dt_TS.Text34,Arial,9,1,Engineering Units,工程单位
Caption,Dt_TS.Text35,Arial,9,0,Low Limit:,低限:
Caption,Dt_TS.Text36,Arial,9,0,High Limit:,高限:
Caption,Dt_TS.Text37,Arial,9,0,Units:,单位:
Caption,Dt_TS.DataLink20,Arial,9,1,,
Caption,Dt_TS.DataLink22,Arial,9,1,,
Caption,Dt_TS.Text39,Arial,9,1,Current State,当前状态
Caption,Dt_TS.Text41,Arial,9,1,Block Status:,数据块状态:
Caption,Dt_TS.Text42,Arial,9,1,Value:,数值:
